drugbank_id,groups,name,type
DB12921,['investigational'],Chlorsulfaquinoxaline,small molecule
DB12923,['investigational'],Gallopamil,small molecule
DB12924,"['approved', 'investigational']",Ozenoxacin,small molecule
DB12925,['investigational'],Crolibulin,small molecule
DB12926,['investigational'],Cafedrine,small molecule
DB12927,['investigational'],Theodrenaline,small molecule
DB12928,['investigational'],GET-73,small molecule
DB12929,['investigational'],JNJ-39220675,small molecule
DB12930,['investigational'],Opipramol,small molecule
DB12931,['investigational'],Fenobam,small molecule
DB12932,['investigational'],Merotocin,small molecule
DB12933,['investigational'],RO-4987655,small molecule
DB12934,['investigational'],Granotapide,small molecule
DB12935,['investigational'],Remogliflozin etabonate,small molecule
DB12937,['investigational'],Quercetin-3'-O-phosphate,small molecule
DB12938,"['approved', 'experimental', 'investigational']",Isoxaflutole,small molecule
DB12939,['investigational'],Nikkomycin Z,small molecule
DB12940,['investigational'],Helium He-3,small molecule
DB12941,"['approved', 'investigational']",Darolutamide,small molecule
DB12942,"['approved', 'investigational']",Lactitol,small molecule
DB12943,['investigational'],Milatuzumab,antibody
DB12944,['investigational'],Phloroglucinol,small molecule
DB12945,"['approved', 'experimental']",Dihydralazine,small molecule
DB12946,['investigational'],"8-cyclopentyl-1,3-dipropylxanthine",small molecule
DB12947,['investigational'],Doxifluridine,small molecule
DB12948,['investigational'],Didox,small molecule
DB12949,['investigational'],PF-03382792,small molecule
DB12950,['investigational'],Albusomatropin,other
DB12951,['investigational'],Pivagabine,small molecule
DB12952,"['approved', 'investigational']",Methylprednisone,small molecule
DB12953,['investigational'],Disitertide,other
DB12954,"['approved', 'investigational']",Terizidone,small molecule
DB12955,['investigational'],Delparantag,small molecule
DB12956,['investigational'],Vantictumab,other
DB12957,['investigational'],5-fluoro-2'-deoxycytidine,small molecule
DB12958,['investigational'],Prothipendyl,small molecule
DB12959,['investigational'],IOWH-032,small molecule
DB12960,['investigational'],INCB-9471,small molecule
DB12961,['investigational'],Leukotriene B4,small molecule
DB12962,['investigational'],CP-547632,small molecule
DB12963,['investigational'],CCX-354,small molecule
DB12964,['investigational'],Lerisetron,small molecule
DB12965,"['approved', 'investigational']",Silver,small molecule
DB12966,['investigational'],Falnidamol,small molecule
DB12967,['investigational'],Mitoguazone,small molecule
DB12968,['investigational'],DONU,small molecule
DB12969,['investigational'],Methylinositol,small molecule
DB12970,['investigational'],Levoglucose,small molecule
DB12971,['investigational'],Pactimibe,small molecule
DB12972,['investigational'],Sepranolone,small molecule
DB12973,['investigational'],Serlopitant,small molecule
DB12974,['investigational'],Roniciclib,small molecule
DB12975,['investigational'],Pyronaridine,small molecule
DB12976,['investigational'],Robatumumab,antibody
DB12977,['investigational'],Simenepag isopropyl,small molecule
DB12978,"['approved', 'investigational']",Pexidartinib,small molecule
DB12979,['investigational'],Nepicastat,small molecule
DB12980,['investigational'],CHS-828,small molecule
DB12981,['investigational'],XL-888,small molecule
DB12982,"['approved', 'investigational']",Silicon,small molecule
DB12983,['investigational'],Phthalocyanine,small molecule
DB12984,['investigational'],Larotaxel,small molecule
DB12985,['investigational'],Quisinostat,small molecule
DB12986,['investigational'],VS-5584,small molecule
DB12987,['investigational'],Penclomedine,small molecule
DB12988,['investigational'],LY-518674,small molecule
DB12989,['investigational'],Neosaxitoxin,small molecule
DB12990,['investigational'],Icosabutate,small molecule
DB12991,['investigational'],Deoxyspergualin,small molecule
DB12992,['investigational'],Bleomycin A6,small molecule
DB12993,['investigational'],Berkelium,small molecule
DB12994,['investigational'],MIP-1095 I-123,small molecule
DB12996,['investigational'],Acteoside,small molecule
DB12997,['investigational'],Brilacidin,small molecule
DB12998,['investigational'],PF-00217830,small molecule
DB12999,['investigational'],MK-6186,small molecule
DB13000,['investigational'],PCI-27483,small molecule
DB13001,['investigational'],Tinoridine,small molecule
DB13002,['investigational'],HKI-357,small molecule
DB13003,['investigational'],Cortivazol,small molecule
DB13004,['investigational'],Mavoglurant,small molecule
DB13005,['investigational'],Rebastinib,small molecule
DB13006,['investigational'],Cibinetide,small molecule
DB13007,"['approved', 'investigational']",Enfortumab vedotin,other
DB13008,['investigational'],"2,2-bis(4-hydroxy-3-tert-butylphenyl)propane",small molecule
DB13009,['investigational'],Carbendazim,small molecule
DB13010,['investigational'],4-isothioureidobutyronitrile,small molecule
DB13011,['investigational'],Diethylhomospermine,small molecule
DB13012,['investigational'],AQX-1125,small molecule
DB13013,['investigational'],LFF-571,small molecule
DB13014,['investigational'],Hypericin,small molecule
DB13016,['investigational'],LY-2300559,small molecule
DB13017,['investigational'],Rovalpituzumab Tesirine,antibody
DB13018,['investigational'],Dimiracetam,small molecule
DB13019,['investigational'],Henatinib,small molecule
DB13020,['investigational'],Apratastat,small molecule
DB13021,['investigational'],123I-iodometomidate,small molecule
DB13022,['investigational'],LY-2874455,small molecule
DB13023,['investigational'],IPI-493,small molecule
DB13024,['investigational'],MK-8245,small molecule
DB13025,['investigational'],Tiapride,small molecule
DB13026,['investigational'],Ornidazole,small molecule
DB13027,['investigational'],Tucaresol,small molecule
DB13028,['investigational'],Biapenem,small molecule
DB13029,['investigational'],MK-0873,small molecule
DB13030,['investigational'],2'-fluoro-5-ethylarabinosyluracil,small molecule
DB13031,['investigational'],Niobium,small molecule
DB13032,['investigational'],Enecadin,small molecule
DB13033,['investigational'],Urocortin-2,other
DB13034,['investigational'],Foxy-5,small molecule
DB13035,['investigational'],AG-24322,small molecule
DB13036,['investigational'],Ramatroban,small molecule
DB13037,['investigational'],Namilumab,antibody
DB13038,['investigational'],Glyceryl Trioleate,small molecule
DB13039,['investigational'],Aminaphthone,small molecule
DB13040,['investigational'],Gandotinib,small molecule
DB13041,['investigational'],Odalasvir,small molecule
DB13042,['investigational'],Fenoverine,small molecule
DB13044,['investigational'],Gossypol,small molecule
DB13045,['investigational'],Racotumomab,antibody
DB13046,['investigational'],Tocladesine,small molecule
DB13047,['investigational'],Pentavalent Antimony,small molecule
DB13048,['investigational'],PAC-1,small molecule
DB13049,['investigational'],Lobaplatin,small molecule
DB13050,['investigational'],Tirilazad,small molecule
DB13051,['investigational'],CH-5132799,small molecule
DB13052,['investigational'],Upamostat,small molecule
DB13053,['investigational'],CP-195543,small molecule
DB13054,['investigational'],ACT-451840,small molecule
DB13055,['investigational'],Oteseconazole,small molecule
DB13056,['investigational'],Irsogladine,small molecule
DB13057,['investigational'],Torapsel,other
DB13058,['investigational'],Methanesulfonyl Fluoride,small molecule
DB13059,['investigational'],PF-03814735,small molecule
DB13060,['investigational'],CEP-37440,small molecule
DB13061,['investigational'],MLN8054,small molecule
DB13062,['investigational'],ME-344,small molecule
DB13063,"['approved', 'investigational']",Parthenolide,small molecule
DB13064,['investigational'],Tramazoline,small molecule
DB13065,['investigational'],LY-2811376,small molecule
DB13066,['investigational'],Liarozole,small molecule
DB13067,['investigational'],Rotigaptide,small molecule
DB13068,['investigational'],9-(N-methyl-L-isoleucine)-cyclosporin A,small molecule
DB13069,['investigational'],Nimustine,small molecule
DB13070,['investigational'],Surinabant,small molecule
DB13071,['investigational'],Creatinolfosfate,small molecule
DB13072,['investigational'],GDC-0349,small molecule
DB13073,['investigational'],Tregalizumab,antibody
DB13074,"['approved', 'investigational']",Macimorelin,small molecule
DB13075,['investigational'],Menaquinone 7,small molecule
DB13076,"['approved', 'investigational']",Yttrium Y-90,small molecule
DB13077,['investigational'],LCB01-0371,small molecule
DB13078,['investigational'],KOSN-1724,small molecule
DB13080,['investigational'],Roluperidone,small molecule
DB13082,['investigational'],Nefiracetam,small molecule
DB13083,['investigational'],Talarozole,small molecule
DB13084,['investigational'],Pyritinol,small molecule
DB13085,"['approved', 'investigational']",Riamet,small molecule
DB13086,['investigational'],SCYX-7158,small molecule
DB13087,['investigational'],Miridesap,small molecule
DB13088,['investigational'],AZD-0424,small molecule
DB13089,['investigational'],Enoxolone,small molecule
DB13090,['investigational'],Zidebactam,small molecule
DB13091,['investigational'],Tiropramide,small molecule
DB13092,['investigational'],Meclocycline,small molecule
DB13093,['investigational'],TAK-593,small molecule
DB13094,['investigational'],Pruvanserin,small molecule
DB13095,['investigational'],JTK-853,small molecule
DB13096,['investigational'],Gacyclidine,small molecule
DB13097,['investigational'],1alpha-Hydroxyvitamin D5,small molecule
DB13098,['investigational'],CT-2584,small molecule
DB13099,['investigational'],Valnoctamide,small molecule
DB13100,"['approved', 'investigational']",Biguanide,small molecule
DB13101,['investigational'],4SC-202,small molecule
DB13102,['investigational'],AZD-8418,small molecule
DB13103,['investigational'],GPX-150,small molecule
DB13104,['investigational'],X-396,small molecule
DB13105,['investigational'],Resolvin E1,small molecule
DB13106,['investigational'],Glycovir,small molecule
DB13107,['investigational'],QGC-001,small molecule
DB13108,['investigational'],Mephedrone,small molecule
DB13109,['investigational'],PKI-179,small molecule
DB13110,['investigational'],Antimony,small molecule
DB13111,['investigational'],Chromanol,small molecule
DB13112,['investigational'],Dolcanatide,other
DB13113,['investigational'],JNJ-38877605,small molecule
DB13114,"['approved', 'investigational']",Amitriptylinoxide,small molecule
DB13115,['investigational'],Saroglitazar,small molecule
DB13116,"['approved', 'experimental']",Norflurane,small molecule
DB13117,"['approved', 'investigational']",Pentafluoropropane,small molecule
DB13118,['investigational'],Paquinimod,small molecule
DB13119,['investigational'],GSK-364735,small molecule
DB13120,['investigational'],Deferitazole,small molecule
DB13121,['investigational'],Hydroxypropyl tetrahydropyrantriol,small molecule
DB13122,['investigational'],Trabodenoson,small molecule
DB13123,['investigational'],OTX-008,small molecule
DB13124,['investigational'],Troxerutin,small molecule
DB13125,"['approved', 'investigational']",Lusutrombopag,small molecule
DB13126,['investigational'],BMS-986115,small molecule
DB13127,['investigational'],Olokizumab,antibody
DB13128,['investigational'],Sizofiran,small molecule
DB13129,['investigational'],Trimegestone,small molecule
DB13131,['investigational'],Serrapeptase,other
DB13132,['investigational'],Artemisinin,small molecule
DB13133,"['approved', 'investigational']",Von Willebrand Factor Human,other
DB13134,['investigational'],Fluorine F-18,small molecule
DB13135,['investigational'],AGN-201904,small molecule
DB13136,"['approved', 'investigational']",Fluindione,small molecule
DB13137,['investigational'],PM-060184,small molecule
DB13138,['investigational'],Neladenoson bialanate,small molecule
DB13139,"['approved', 'investigational']",Levosalbutamol,small molecule
DB13140,"['approved', 'investigational']",Bezlotoxumab,antibody
DB13141,"['experimental', 'investigational']",Ambroxol acefyllinate,small molecule
DB13142,['approved'],Calcium glubionate anhydrous,small molecule
DB13143,['experimental'],Methallenestril,small molecule
DB13144,"['approved', 'investigational']",Lenograstim,other
DB13145,"['approved', 'investigational']",Nedaplatin,small molecule
DB13146,['approved'],Fluciclovine (18F),small molecule
DB13147,['approved'],Pancrelipase lipase,other
DB13148,"['approved', 'investigational']",Coagulation factor X human,other
DB13149,['approved'],Protein S human,other
DB13150,"['approved', 'investigational']",Coagulation factor VII human,other
DB13151,"['approved', 'investigational']",Anti-inhibitor coagulant complex,other
